url,canonical_now,canonical_final,action,why
"https://www.liquorlicenseagents.com","https://www.liquorlicenseagents.com/","https://www.liquorlicenseagents.com/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/","https://www.liquorlicenseagents.com/","https://www.liquorlicenseagents.com/","none","already correct"
"https://www.liquorlicenseagents.com/about-california-liquor-license-agents","https://www.liquorlicenseagents.com/about-california-liquor-license-agents/","https://www.liquorlicenseagents.com/about-california-liquor-license-agents/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/about-california-liquor-license-agents/","https://www.liquorlicenseagents.com/about-california-liquor-license-agents/","https://www.liquorlicenseagents.com/about-california-liquor-license-agents/","none","already correct"
"https://www.liquorlicenseagents.com/ads","https://www.liquorlicenseagents.com/ads/","https://www.liquorlicenseagents.com/ads/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/ads/","https://www.liquorlicenseagents.com/ads/","https://www.liquorlicenseagents.com/ads/","none","already correct"
"https://www.liquorlicenseagents.com/arizona","https://www.liquorlicenseagents.com/arizona","https://www.liquorlicenseagents.com/arizona","none","already correct"
"https://www.liquorlicenseagents.com/arizona/","https://www.liquorlicenseagents.com/arizona","https://www.liquorlicenseagents.com/arizona","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/buy","https://www.liquorlicenseagents.com/buy/","https://www.liquorlicenseagents.com/buy/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/buy/","https://www.liquorlicenseagents.com/buy/","https://www.liquorlicenseagents.com/buy/","none","already correct"
"https://www.liquorlicenseagents.com/california","https://www.liquorlicenseagents.com/california","https://www.liquorlicenseagents.com/california","none","already correct"
"https://www.liquorlicenseagents.com/california-liquor-license-services","https://www.liquorlicenseagents.com/california-liquor-license-services/","https://www.liquorlicenseagents.com/california-liquor-license-services/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-liquor-license-services/","https://www.liquorlicenseagents.com/california-liquor-license-services/","https://www.liquorlicenseagents.com/california-liquor-license-services/","none","already correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-20","https://www.liquorlicenseagents.com/california-liquor-license-type-20/","https://www.liquorlicenseagents.com/california-liquor-license-type-20/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-20/","https://www.liquorlicenseagents.com/california-liquor-license-type-20/","https://www.liquorlicenseagents.com/california-liquor-license-type-20/","none","already correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-21","https://www.liquorlicenseagents.com/california-liquor-license-type-21/","https://www.liquorlicenseagents.com/california-liquor-license-type-21/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-21/","https://www.liquorlicenseagents.com/california-liquor-license-type-21/","https://www.liquorlicenseagents.com/california-liquor-license-type-21/","none","already correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-41","https://www.liquorlicenseagents.com/california-liquor-license-type-41/","https://www.liquorlicenseagents.com/california-liquor-license-type-41/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-41/","https://www.liquorlicenseagents.com/california-liquor-license-type-41/","https://www.liquorlicenseagents.com/california-liquor-license-type-41/","none","already correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-47","https://www.liquorlicenseagents.com/california-liquor-license-type-47/","https://www.liquorlicenseagents.com/california-liquor-license-type-47/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-47/","https://www.liquorlicenseagents.com/california-liquor-license-type-47/","https://www.liquorlicenseagents.com/california-liquor-license-type-47/","none","already correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-48","https://www.liquorlicenseagents.com/california-liquor-license-type-48/","https://www.liquorlicenseagents.com/california-liquor-license-type-48/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-liquor-license-type-48/","https://www.liquorlicenseagents.com/california-liquor-license-type-48/","https://www.liquorlicenseagents.com/california-liquor-license-type-48/","none","already correct"
"https://www.liquorlicenseagents.com/california-type-23-small-beer-manufacturer-license","https://www.liquorlicenseagents.com/california-type-23-small-beer-manufacturer-license/","https://www.liquorlicenseagents.com/california-type-23-small-beer-manufacturer-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-type-23-small-beer-manufacturer-license/","https://www.liquorlicenseagents.com/california-type-23-small-beer-manufacturer-license/","https://www.liquorlicenseagents.com/california-type-23-small-beer-manufacturer-license/","none","already correct"
"https://www.liquorlicenseagents.com/california-type-40-on-sale-beer-license","https://www.liquorlicenseagents.com/california-type-40-on-sale-beer-license/","https://www.liquorlicenseagents.com/california-type-40-on-sale-beer-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-type-40-on-sale-beer-license/","https://www.liquorlicenseagents.com/california-type-40-on-sale-beer-license/","https://www.liquorlicenseagents.com/california-type-40-on-sale-beer-license/","none","already correct"
"https://www.liquorlicenseagents.com/california-type-42-on-sale-beer-and-wine-public-premises-license","https://www.liquorlicenseagents.com/california-type-42-on-sale-beer-and-wine-public-premises-license/","https://www.liquorlicenseagents.com/california-type-42-on-sale-beer-and-wine-public-premises-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-type-42-on-sale-beer-and-wine-public-premises-license/","https://www.liquorlicenseagents.com/california-type-42-on-sale-beer-and-wine-public-premises-license/","https://www.liquorlicenseagents.com/california-type-42-on-sale-beer-and-wine-public-premises-license/","none","already correct"
"https://www.liquorlicenseagents.com/california-type-75-on-sale-general-brewpub-license","https://www.liquorlicenseagents.com/california-type-75-on-sale-general-brewpub-license/","https://www.liquorlicenseagents.com/california-type-75-on-sale-general-brewpub-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-type-75-on-sale-general-brewpub-license/","https://www.liquorlicenseagents.com/california-type-75-on-sale-general-brewpub-license/","https://www.liquorlicenseagents.com/california-type-75-on-sale-general-brewpub-license/","none","already correct"
"https://www.liquorlicenseagents.com/california-type-85-limited-off-sale-wine-license","https://www.liquorlicenseagents.com/california-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/california-type-85-limited-off-sale-wine-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/california-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/california-type-85-limited-off-sale-wine-license/","none","already correct"
"https://www.liquorlicenseagents.com/california/","https://www.liquorlicenseagents.com/california","https://www.liquorlicenseagents.com/california","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california/california-liquor-license","https://www.liquorlicenseagents.com/california/california-liquor-license/","https://www.liquorlicenseagents.com/california/california-liquor-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california/california-liquor-license/","https://www.liquorlicenseagents.com/california/california-liquor-license/","https://www.liquorlicenseagents.com/california/california-liquor-license/","none","already correct"
"https://www.liquorlicenseagents.com/california/liquor-license","https://www.liquorlicenseagents.com/california/liquor-license/","https://www.liquorlicenseagents.com/california/liquor-license/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/california/liquor-license/","https://www.liquorlicenseagents.com/california/liquor-license/","https://www.liquorlicenseagents.com/california/liquor-license/","none","already correct"
"https://www.liquorlicenseagents.com/cities","https://www.liquorlicenseagents.com/cities","https://www.liquorlicenseagents.com/cities","none","already correct"
"https://www.liquorlicenseagents.com/cities/","https://www.liquorlicenseagents.com/cities","https://www.liquorlicenseagents.com/cities","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","none","already correct"
"https://www.liquorlicenseagents.com/cities/agoura-hills/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/cities/agoura-hills/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/agoura-hills-liquor-licenses-for-restaurants-bars-and-retailers/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/cities/alameda-type-20-liquor-license-for-beer-and-wine-off-sale","https://www.liquorlicenseagents.com/cities/alameda-type-20-liquor-license-for-beer-and-wine-off-sale/","https://www.liquorlicenseagents.com/cities/alameda-type-20-liquor-license-for-beer-and-wine-off-sale/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/cities/alameda-type-20-liquor-license-for-beer-and-wine-off-sale/","https://www.liquorlicenseagents.com/cities/alameda-type-20-liquor-license-for-beer-and-wine-off-sale/","https://www.liquorlicenseagents.com/cities/alameda-type-20-liquor-license-for-beer-and-wine-off-sale/","none","already correct"
"https://www.liquorlicenseagents.com/cities/alameda-type-48-full-liquor-license-for-bars-and-nightclubs","https://www.liquorlicenseagents.com/cities/alameda-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/alameda-type-48-full-liquor-license-for-bars-and-nightclubs/","none","points at a page that is 200 and self-canonical, which is correct"
"https://www.liquorlicenseagents.com/cities/alameda-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/alameda-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/alameda-type-48-full-liquor-license-for-bars-and-nightclubs/","none","already correct"
"https://www.liquorlicenseagents.com/cities/alameda-type-57-full-liquor-license-for-private-clubs","https://www.liquorlicenseagents.com/cities/alameda-type-57-full-liquor-license-for-private-clubs/","https://www.liquorlicenseagents.com/cities/alameda-type-57-full-liquor-license-for-private-clubs/","none","points at a page that is 200 and self-canonical, which is correct"
